Date : 2023-06-10 20:52:47
Directory : d:\Flutter_projects\technozia
Total : 106 files,  12574 codes, 604 comments, 673 blanks, all 13851 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\events_screen.dart                    | Dart       |        120 |         30 |         13 |        163 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\home_screen.dart                      | Dart       |         94 |         30 |          9 |        133 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\items\team_member_item.dart           | Dart       |        160 |        134 |          7 |        301 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\original_home.dart                    | Dart       |        445 |         14 |         15 |        474 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\profile\user_profile.dart             | Dart       |        196 |          3 |          8 |        207 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\registration\registration.dart        | Dart       |        192 |          9 |         12 |        213 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\registration\view_registration.dart   | Dart       |        225 |          3 |          7 |        235 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\team-profile\team_profile_screen.dart | Dart       |        243 |         53 |         10 |        306 |
| d:\Flutter_projects\technozia\lib\services\auth_services.dart                                       | Dart       |        321 |         12 |         25 |        358 |
| d:\Flutter_projects\technozia\lib\services\participant_services.dart                                | Dart       |        137 |          4 |         13 |        154 |
| d:\Flutter_projects\technozia\lib\services\registration_services.dart                               | Dart       |         86 |          0 |          6 |         92 |
| d:\Flutter_projects\technozia\linux\flutter\generated_plugin_registrant.cc                          | C++        |          7 |          4 |          5 |         16 |
| d:\Flutter_projects\technozia\linux\flutter\generated_plugin_registrant.h                           | C++        |          5 |          5 |          6 |         16 |
| d:\Flutter_projects\technozia\linux\flutter\generated_plugins.cmake                                 | CMake      |         19 |          0 |          6 |         25 |
| d:\Flutter_projects\technozia\linux\main.cc                                                         | C++        |          5 |          0 |          2 |          7 |
| d:\Flutter_projects\technozia\linux\my_application.cc                                               | C++        |         74 |         11 |         20 |        105 |
| d:\Flutter_projects\technozia\linux\my_application.h                                                | C++        |          7 |          7 |          5 |         19 |
| d:\Flutter_projects\technozia\macos\Flutter\GeneratedPluginRegistrant.swift                         | Swift      |         10 |          3 |          4 |         17 |
| d:\Flutter_projects\technozia\macos\Runner\AppDelegate.swift                                        | Swift      |          8 |          0 |          2 |         10 |
| d:\Flutter_projects\technozia\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json         | JSON       |         68 |          0 |          1 |         69 |
| d:\Flutter_projects\technozia\macos\Runner\Base.lproj\MainMenu.xib                                  | XML        |        343 |          0 |          1 |        344 |
| d:\Flutter_projects\technozia\macos\Runner\MainFlutterWindow.swift                                  | Swift      |         12 |          0 |          4 |         16 |
| d:\Flutter_projects\technozia\pubspec.yaml                                                          | YAML       |         33 |         58 |         13 |        104 |
| d:\Flutter_projects\technozia\server\index.js                                                       | JavaScript |         29 |          0 |          5 |         34 |
| d:\Flutter_projects\technozia\server\middlewares\admin.js                                           | JavaScript |         28 |          0 |          5 |         33 |
| d:\Flutter_projects\technozia\server\middlewares\auth.js                                            | JavaScript |         18 |          0 |          5 |         23 |
| d:\Flutter_projects\technozia\server\middlewares\core_team.js                                       | JavaScript |         28 |          0 |          5 |         33 |
| d:\Flutter_projects\technozia\server\models\achievement.js                                          | JavaScript |         33 |          1 |          4 |         38 |
| d:\Flutter_projects\technozia\server\models\duo_registrations.js                                    | JavaScript |         63 |          0 |          3 |         66 |
| d:\Flutter_projects\technozia\server\models\post.js                                                 | JavaScript |         23 |          0 |          3 |         26 |
| d:\Flutter_projects\technozia\server\models\team_members.js                                         | JavaScript |         36 |          0 |          3 |         39 |
| d:\Flutter_projects\technozia\server\models\user.js                                                 | JavaScript |         40 |          1 |          3 |         44 |
| d:\Flutter_projects\technozia\server\package-lock.json                                              | JSON       |      2,258 |          0 |          1 |      2,259 |
| d:\Flutter_projects\technozia\server\package.json                                                   | JSON       |         21 |          0 |          1 |         22 |
| d:\Flutter_projects\technozia\server\routes\achievement.js                                          | JavaScript |         31 |          0 |          5 |         36 |
| d:\Flutter_projects\technozia\server\routes\auth.js                                                 | JavaScript |         74 |          0 |         18 |         92 |
| d:\Flutter_projects\technozia\server\routes\duo_registartion.js                                     | JavaScript |         47 |          0 |          6 |         53 |
| d:\Flutter_projects\technozia\server\routes\post.js                                                 | JavaScript |         27 |          0 |          5 |         32 |
| d:\Flutter_projects\technozia\server\routes\team_member.js                                          | JavaScript |         61 |          0 |         11 |         72 |
| d:\Flutter_projects\technozia\server\routes\user.js                                                 | JavaScript |         13 |          0 |          4 |         17 |
| d:\Flutter_projects\technozia\test\widget_test.dart                                                 | Dart       |         14 |         10 |          7 |         31 |
| d:\Flutter_projects\technozia\web\index.html                                                        | HTML       |         38 |         16 |          6 |         60 |
| d:\Flutter_projects\technozia\web\manifest.json                                                     | JSON       |         35 |          0 |          1 |         36 |
| d:\Flutter_projects\technozia\windows\flutter\generated_plugin_registrant.cc                        | C++        |          6 |          4 |          5 |         15 |
| d:\Flutter_projects\technozia\windows\flutter\generated_plugin_registrant.h                         | C++        |          5 |          5 |          6 |         16 |
| d:\Flutter_projects\technozia\windows\flutter\generated_plugins.cmake                               | CMake      |         19 |          0 |          6 |         25 |
| d:\Flutter_projects\technozia\windows\runner\flutter_window.cpp                                     | C++        |         48 |          4 |         15 |         67 |
| d:\Flutter_projects\technozia\windows\runner\flutter_window.h                                       | C++        |         20 |          5 |          9 |         34 |
| d:\Flutter_projects\technozia\windows\runner\main.cpp                                               | C++        |         30 |          4 |         10 |         44 |
| d:\Flutter_projects\technozia\windows\runner\resource.h                                             | C++        |          9 |          6 |          2 |         17 |
| d:\Flutter_projects\technozia\windows\runner\utils.cpp                                              | C++        |         53 |          2 |         10 |         65 |
| d:\Flutter_projects\technozia\windows\runner\utils.h                                                | C++        |          8 |          6 |          6 |         20 |
| d:\Flutter_projects\technozia\windows\runner\win32_window.cpp                                       | C++        |        210 |         24 |         55 |        289 |
| d:\Flutter_projects\technozia\windows\runner\win32_window.h                                         | C++        |         48 |         31 |         24 |        103 |
| Total                                                                                               |            |     12,574 |        604 |        673 |     13,851 |
+-----------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
