Date : 2023-06-26 18:46:13
Directory : d:\Flutter_projects\technozia
Total : 112 files,  15314 codes, 651 comments, 752 blanks, all 16717 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| lib\screens\participant-screens\items                                                               |          1 |        159 |        134 |          7 |        300 |
| lib\screens\participant-screens\profile                                                             |          1 |        196 |          3 |          8 |        207 |
| lib\screens\participant-screens\registration                                                        |          4 |      1,437 |          3 |         39 |      1,479 |
| lib\screens\participant-screens\team-profile                                                        |          1 |        240 |         53 |         10 |        303 |
| lib\services                                                                                        |          3 |        669 |         16 |         49 |        734 |
| linux                                                                                               |          6 |        117 |         27 |         44 |        188 |
| linux (Files)                                                                                       |          3 |         86 |         18 |         27 |        131 |
| linux\flutter                                                                                       |          3 |         31 |          9 |         17 |         57 |
| macos                                                                                               |          5 |        441 |          3 |         12 |        456 |
| macos\Flutter                                                                                       |          1 |         10 |          3 |          4 |         17 |
| macos\Runner                                                                                        |          4 |        431 |          0 |          8 |        439 |
| macos\Runner (Files)                                                                                |          2 |         20 |          0 |          6 |         26 |
| macos\Runner\Assets.xcassets                                                                        |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Assets.xcassets\AppIcon.appiconset                                                     |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Base.lproj                                                                             |          1 |        343 |          0 |          1 |        344 |
| server                                                                                              |         18 |      2,934 |          7 |         97 |      3,038 |
| server (Files)                                                                                      |          3 |      2,310 |          0 |          7 |      2,317 |
| server\middlewares                                                                                  |          3 |         74 |          0 |         15 |         89 |
| server\models                                                                                       |          5 |        215 |          2 |         16 |        233 |
| server\routes                                                                                       |          7 |        335 |          5 |         59 |        399 |
| test                                                                                                |          1 |         14 |         10 |          7 |         31 |
| web                                                                                                 |          2 |         73 |         16 |          7 |         96 |
| windows                                                                                             |         11 |        456 |         91 |        148 |        695 |
| windows\flutter                                                                                     |          3 |         30 |          9 |         17 |         56 |
| windows\runner                                                                                      |          8 |        426 |         82 |        131 |        639 |
+-----------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-----------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                            | language   | code       | comment    | blank      | total      |
+-----------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| d:\Flutter_projects\technozia\README.md                                                             | Markdown   |         10 |          0 |          7 |         17 |
| d:\Flutter_projects\technozia\analysis_options.yaml                                                 | YAML       |          3 |         23 |          4 |         30 |
| d:\Flutter_projects\technozia\android\app\build.gradle                                              | Gradle     |         54 |          5 |         13 |         72 |
| d:\Flutter_projects\technozia\android\app\src\debug\AndroidManifest.xml                             | XML        |          4 |          4 |          1 |          9 |
| d:\Flutter_projects\technozia\android\app\src\main\AndroidManifest.xml                              | XML        |         28 |          6 |          1 |         35 |
| d:\Flutter_projects\technozia\android\app\src\main\res\drawable-v21\launch_background.xml           | XML        |          4 |          7 |          2 |         13 |
| d:\Flutter_projects\technozia\android\app\src\main\res\drawable\launch_background.xml               | XML        |          4 |          7 |          2 |         13 |
| d:\Flutter_projects\technozia\android\app\src\main\res\values-night\styles.xml                      | XML        |          9 |          9 |          1 |         19 |
| d:\Flutter_projects\technozia\android\app\src\main\res\values\styles.xml                            | XML        |          9 |          9 |          1 |         19 |
| d:\Flutter_projects\technozia\android\app\src\profile\AndroidManifest.xml                           | XML        |          4 |          4 |          1 |          9 |
| d:\Flutter_projects\technozia\android\build.gradle                                                  | Gradle     |         27 |          0 |          5 |         32 |
| d:\Flutter_projects\technozia\android\gradle.properties                                             | Properties |          3 |          0 |          1 |          4 |
| d:\Flutter_projects\technozia\android\gradle\wrapper\gradle-wrapper.properties                      | Properties |          5 |          0 |          1 |          6 |
| d:\Flutter_projects\technozia\android\settings.gradle                                               | Gradle     |          8 |          0 |          4 |         12 |
| d:\Flutter_projects\technozia\ios\Runner\AppDelegate.swift                                          | Swift      |         12 |          0 |          2 |         14 |
| d:\Flutter_projects\technozia\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json           | JSON       |        122 |          0 |          1 |        123 |
| d:\Flutter_projects\technozia\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json         | JSON       |         23 |          0 |          1 |         24 |
| d:\Flutter_projects\technozia\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md             | Markdown   |          3 |          0 |          2 |          5 |
| d:\Flutter_projects\technozia\ios\Runner\Base.lproj\LaunchScreen.storyboard                         | XML        |         36 |          1 |          1 |         38 |
| d:\Flutter_projects\technozia\ios\Runner\Base.lproj\Main.storyboard                                 | XML        |         25 |          1 |          1 |         27 |
| d:\Flutter_projects\technozia\ios\Runner\Runner-Bridging-Header.h                                   | C++        |          1 |          0 |          1 |          2 |
| d:\Flutter_projects\technozia\lib\constants\error_handling.dart                                     | Dart       |         23 |          0 |          3 |         26 |
| d:\Flutter_projects\technozia\lib\constants\global_variables.dart                                   | Dart       |          5 |          0 |          3 |          8 |
| d:\Flutter_projects\technozia\lib\constants\utils.dart                                              | Dart       |         27 |          0 |          5 |         32 |
| d:\Flutter_projects\technozia\lib\main-screens\home_screen.dart                                     | Dart       |         52 |          3 |          6 |         61 |
| d:\Flutter_projects\technozia\lib\main-screens\login_screen.dart                                    | Dart       |        213 |          2 |          7 |        222 |
| d:\Flutter_projects\technozia\lib\main-screens\signup_screen.dart                                   | Dart       |        389 |          7 |         11 |        407 |
| d:\Flutter_projects\technozia\lib\main.dart                                                         | Dart       |         69 |          0 |          7 |         76 |
| d:\Flutter_projects\technozia\lib\models\achievement.dart                                           | Dart       |         42 |          1 |          7 |         50 |
| d:\Flutter_projects\technozia\lib\models\duoRegistration.dart                                       | Dart       |         67 |          1 |          7 |         75 |
| d:\Flutter_projects\technozia\lib\models\events.dart                                                | Dart       |          8 |          7 |          1 |         16 |
| d:\Flutter_projects\technozia\lib\models\options.dart                                               | Dart       |         10 |          1 |          1 |         12 |
| d:\Flutter_projects\technozia\lib\models\post.dart                                                  | Dart       |         35 |          1 |          7 |         43 |
| d:\Flutter_projects\technozia\lib\models\team_member.dart                                           | Dart       |         40 |          1 |          6 |         47 |
| d:\Flutter_projects\technozia\lib\models\user.dart                                                  | Dart       |         48 |          1 |          6 |         55 |
| d:\Flutter_projects\technozia\lib\providers\team_members_provider.dart                              | Dart       |         17 |          0 |          4 |         21 |
| d:\Flutter_projects\technozia\lib\providers\user_provider.dart                                      | Dart       |         19 |          0 |          4 |         23 |
| d:\Flutter_projects\technozia\lib\routes.dart                                                       | Dart       |        192 |          0 |          2 |        194 |
| d:\Flutter_projects\technozia\lib\screens\admin-screens\achievements\add_achievements_screen.dart   | Dart       |        303 |          0 |         10 |        313 |
| d:\Flutter_projects\technozia\lib\screens\admin-screens\achievements\view_achievement.dart          | Dart       |        203 |          4 |          7 |        214 |
| d:\Flutter_projects\technozia\lib\screens\admin-screens\home_screen.dart                            | Dart       |        382 |          5 |         13 |        400 |
| d:\Flutter_projects\technozia\lib\screens\admin-screens\posts\add_post_screen.dart                  | Dart       |        159 |          6 |          8 |        173 |
| d:\Flutter_projects\technozia\lib\screens\admin-screens\posts\view_post_screen.dart                 | Dart       |        150 |          5 |          8 |        163 |
| d:\Flutter_projects\technozia\lib\screens\admin-screens\registrations\view_registrations.dart       | Dart       |        199 |          0 |          9 |        208 |
| d:\Flutter_projects\technozia\lib\screens\admin-screens\users\view_users_screen.dart                | Dart       |        185 |          1 |          7 |        193 |
| d:\Flutter_projects\technozia\lib\screens\coreteam-screens\home_screen.dart                         | Dart       |         65 |         29 |          8 |        102 |
| d:\Flutter_projects\technozia\lib\screens\coreteam-screens\original_core_home.dart                  | Dart       |        355 |          6 |         15 |        376 |
| d:\Flutter_projects\technozia\lib\screens\member-screens\home_screen.dart                           | Dart       |         33 |          0 |          4 |         37 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\events\coding_screen.dart             | Dart       |        600 |          1 |          7 |        608 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\events\fast_typing.dart               | Dart       |        600 |          1 |          7 |        608 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\events\gaming_screen.dart             | Dart       |        640 |          0 |          6 |        646 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\events\it_manager_screen.dart         | Dart       |        620 |          0 |          6 |        626 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\events\it_quiz_screen.dart            | Dart       |        560 |          0 |          6 |        566 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\events\treasurehunt_screen.dart       | Dart       |        558 |          0 |          6 |        564 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\events\web_design_screen.dart         | Dart       |        640 |          0 |          6 |        646 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\events_screen.dart                    | Dart       |        111 |         29 |         14 |        154 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\home_screen.dart                      | Dart       |         84 |         28 |          9 |        121 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\items\team_member_item.dart           | Dart       |        159 |        134 |          7 |        300 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\original_home.dart                    | Dart       |        445 |         14 |         15 |        474 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\profile\user_profile.dart             | Dart       |        196 |          3 |          8 |        207 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\registration\five_registration.dart   | Dart       |        499 |          0 |         10 |        509 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\registration\registration.dart        | Dart       |        379 |          0 |         11 |        390 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\registration\single_registration.dart | Dart       |        338 |          0 |         11 |        349 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\registration\view_registration.dart   | Dart       |        221 |          3 |          7 |        231 |
| d:\Flutter_projects\technozia\lib\screens\participant-screens\team-profile\team_profile_screen.dart | Dart       |        240 |         53 |         10 |        303 |
| d:\Flutter_projects\technozia\lib\services\auth_services.dart                                       | Dart       |        414 |         11 |         28 |        453 |
| d:\Flutter_projects\technozia\lib\services\participant_services.dart                                | Dart       |        135 |          4 |         13 |        152 |
| d:\Flutter_projects\technozia\lib\services\registration_services.dart                               | Dart       |        120 |          1 |          8 |        129 |
| d:\Flutter_projects\technozia\linux\flutter\generated_plugin_registrant.cc                          | C++        |          7 |          4 |          5 |         16 |
| d:\Flutter_projects\technozia\linux\flutter\generated_plugin_registrant.h                           | C++        |          5 |          5 |          6 |         16 |
| d:\Flutter_projects\technozia\linux\flutter\generated_plugins.cmake                                 | CMake      |         19 |          0 |          6 |         25 |
| d:\Flutter_projects\technozia\linux\main.cc                                                         | C++        |          5 |          0 |          2 |          7 |
| d:\Flutter_projects\technozia\linux\my_application.cc                                               | C++        |         74 |         11 |         20 |        105 |
| d:\Flutter_projects\technozia\linux\my_application.h                                                | C++        |          7 |          7 |          5 |         19 |
| d:\Flutter_projects\technozia\macos\Flutter\GeneratedPluginRegistrant.swift                         | Swift      |         10 |          3 |          4 |         17 |
| d:\Flutter_projects\technozia\macos\Runner\AppDelegate.swift                                        | Swift      |          8 |          0 |          2 |         10 |
| d:\Flutter_projects\technozia\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json         | JSON       |         68 |          0 |          1 |         69 |
| d:\Flutter_projects\technozia\macos\Runner\Base.lproj\MainMenu.xib                                  | XML        |        343 |          0 |          1 |        344 |
| d:\Flutter_projects\technozia\macos\Runner\MainFlutterWindow.swift                                  | Swift      |         12 |          0 |          4 |         16 |
| d:\Flutter_projects\technozia\pubspec.yaml                                                          | YAML       |         36 |         58 |         13 |        107 |
| d:\Flutter_projects\technozia\server\index.js                                                       | JavaScript |         31 |          0 |          5 |         36 |
| d:\Flutter_projects\technozia\server\middlewares\admin.js                                           | JavaScript |         28 |          0 |          5 |         33 |
| d:\Flutter_projects\technozia\server\middlewares\auth.js                                            | JavaScript |         18 |          0 |          5 |         23 |
| d:\Flutter_projects\technozia\server\middlewares\core_team.js                                       | JavaScript |         28 |          0 |          5 |         33 |
| d:\Flutter_projects\technozia\server\models\achievement.js                                          | JavaScript |         33 |          1 |          4 |         38 |
| d:\Flutter_projects\technozia\server\models\duo_registrations.js                                    | JavaScript |         78 |          0 |          3 |         81 |
| d:\Flutter_projects\technozia\server\models\post.js                                                 | JavaScript |         28 |          0 |          3 |         31 |
| d:\Flutter_projects\technozia\server\models\team_members.js                                         | JavaScript |         36 |          0 |          3 |         39 |
| d:\Flutter_projects\technozia\server\models\user.js                                                 | JavaScript |         40 |          1 |          3 |         44 |
| d:\Flutter_projects\technozia\server\package-lock.json                                              | JSON       |      2,258 |          0 |          1 |      2,259 |
| d:\Flutter_projects\technozia\server\package.json                                                   | JSON       |         21 |          0 |          1 |         22 |
| d:\Flutter_projects\technozia\server\routes\achievement.js                                          | JavaScript |         31 |          0 |          5 |         36 |
| d:\Flutter_projects\technozia\server\routes\auth.js                                                 | JavaScript |         84 |          0 |         17 |        101 |
| d:\Flutter_projects\technozia\server\routes\duo_registartion.js                                     | JavaScript |         60 |          0 |          8 |         68 |
| d:\Flutter_projects\technozia\server\routes\post.js                                                 | JavaScript |         28 |          0 |          5 |         33 |
| d:\Flutter_projects\technozia\server\routes\reports.js                                              | JavaScript |         58 |          5 |          9 |         72 |
| d:\Flutter_projects\technozia\server\routes\team_member.js                                          | JavaScript |         61 |          0 |         11 |         72 |
| d:\Flutter_projects\technozia\server\routes\user.js                                                 | JavaScript |         13 |          0 |          4 |         17 |
| d:\Flutter_projects\technozia\test\widget_test.dart                                                 | Dart       |         14 |         10 |          7 |         31 |
| d:\Flutter_projects\technozia\web\index.html                                                        | HTML       |         38 |         16 |          6 |         60 |
| d:\Flutter_projects\technozia\web\manifest.json                                                     | JSON       |         35 |          0 |          1 |         36 |
| d:\Flutter_projects\technozia\windows\flutter\generated_plugin_registrant.cc                        | C++        |          6 |          4 |          5 |         15 |
| d:\Flutter_projects\technozia\windows\flutter\generated_plugin_registrant.h                         | C++        |          5 |          5 |          6 |         16 |
| d:\Flutter_projects\technozia\windows\flutter\generated_plugins.cmake                               | CMake      |         19 |          0 |          6 |         25 |
| d:\Flutter_projects\technozia\windows\runner\flutter_window.cpp                                     | C++        |         48 |          4 |         15 |         67 |
| d:\Flutter_projects\technozia\windows\runner\flutter_window.h                                       | C++        |         20 |          5 |          9 |         34 |
| d:\Flutter_projects\technozia\windows\runner\main.cpp                                               | C++        |         30 |          4 |         10 |         44 |
| d:\Flutter_projects\technozia\windows\runner\resource.h                                             | C++        |          9 |          6 |          2 |         17 |
| d:\Flutter_projects\technozia\windows\runner\utils.cpp                                              | C++        |         53 |          2 |         10 |         65 |
| d:\Flutter_projects\technozia\windows\runner\utils.h                                                | C++        |          8 |          6 |          6 |         20 |
| d:\Flutter_projects\technozia\windows\runner\win32_window.cpp                                       | C++        |        210 |         24 |         55 |        289 |
| d:\Flutter_projects\technozia\windows\runner\win32_window.h                                         | C++        |         48 |         31 |         24 |        103 |
| Total                                                                                               |            |     15,314 |        651 |        752 |     16,717 |
+-----------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
